,x1,x2,x3,x4,x5,x6
0,4.189073524033962,3.7323210227835935,9.516070679883086,-1.3593481590826937,8.82109085378845,-5.181471374450624
1,-5.647686260958881,0.7067205456012361,1.6083636417047444,-1.0060898981061248,-6.440867170763,-7.721716867580602
2,-10.286286947971258,7.290637724434381,-8.313898594218024,-3.7942848714643214,-7.906918480048017,-1.6210513033330098
3,4.47675759122872,0.990845939591015,9.95730063968238,-3.007903100853083,12.028914301847273,-6.702198239766242
4,-6.648712725454924,7.156130672355451,-7.473465122718512,-4.510548125819295,-6.663262650222361,-1.5075992749296019
5,3.6234271174514494,4.115737090643876,11.175759443408246,0.4315620751709792,7.968831362214662,-3.9790300970880237
6,-9.582419562216463,-0.45199569204579126,1.7545257081375916,0.6979251098925885,-6.212203629478599,-7.5369513180333385
7,3.255608009414435,5.341281226618202,9.624459440740765,-2.9844195680505017,10.165952840679223,-7.243728543733316
8,-9.005660113677298,4.008615193151638,-6.413219026056755,-3.624087948803094,-8.677859463402855,-1.3125716080203431
9,-10.120759636143985,4.4154764978119365,-9.86988463503283,-2.016307194265257,-7.352023352759514,-1.0780348026850588
10,-7.631089132394795,1.5875990143353618,3.1801215637581937,0.8383531622942182,-5.1560747429211435,-5.964005870590084
11,0.8785584914644486,3.9111077140989736,6.608874524688941,-3.244292541281764,9.74627111435738,-6.113702549772648
12,3.8820743227749963,2.5880789349163984,11.998095702116814,-2.4024355220483042,10.459907703334261,-3.2191392754204093
13,-9.71186172785444,5.078053027378771,-6.77388577297779,-7.56836377615077,-10.626142900661298,-1.472093734952375
14,1.5194084187089465,4.81348447619481,9.246271193962684,-1.5577161111938649,10.10597410018196,-3.9678234946448807
15,-6.999683029949664,6.887006424826916,-7.816687594145253,-2.9690179175277676,-9.043543349155224,-1.5386495135186335
16,-7.026538272888576,2.617940097908839,0.4487397686737959,0.54269100069313,-5.654909313030136,-6.988388052341559
17,-8.54979681482993,0.18316360434312523,0.9217937854949727,-1.0505019494722954,-7.0323469619266925,-6.653794976368706
18,-8.342381878555603,5.967459474204041,-6.673125250730208,-3.949967727409571,-6.972596580998899,-1.960963600292299
19,-8.915688703546213,3.0492784144085374,-7.501175912017826,-5.774092194960295,-9.767583677548037,1.682011979327699
20,1.629416724053288,5.823004049320287,9.396906155328978,-2.8193740433072634,11.34168904382526,-5.285710968785612
21,-10.387389334916046,3.8993645065585736,-7.193100306680657,-4.827196739447262,-9.535540039777775,-1.485323568276574
22,4.317788387108027,6.683165238165237,9.325710047294946,-3.0111342517072255,10.544483765835414,-4.681909017044526
23,-5.480836975262946,-0.42658988987466584,2.144508005525832,-2.810906386307098,-5.605969605506008,-7.915940529931279
24,-5.04419009847171,2.7436718575845185,1.244951976522982,0.702006327571304,-6.489073164829251,-7.40892536440794
25,-11.526185857908395,2.9556746859801866,-8.815476487396218,-3.7636281944427137,-7.646406259507843,-2.623317682743562
26,4.144465736702143,6.299333307041065,8.932078680284986,-1.3776104970031113,11.441240133698917,-5.9306500314376605
27,3.914784568974487,3.7029861577962815,7.730128015364832,-1.2716082999127913,8.967882879780932,-3.6148921185118073
28,-8.56732072949231,7.162816395191669,-7.845524381369226,-4.436059771642315,-9.169698661225034,-2.33755886970704
29,2.4931023527877265,4.433377554476797,9.539541306604594,-3.4739166861878803,9.121445429764114,-6.658387508173513
30,-6.67254401983602,1.8739424013729626,-0.5023585356408781,1.0080302694511822,-5.425729440322629,-7.025119979676716
31,-6.993588808419696,3.859527411159366,-4.67712400367211,-4.985592595676961,-9.653930096077678,-2.2533502996163475
32,-5.7220124310244564,-2.539935752525628,-0.8660190292716188,0.1301093225605625,-6.101231982822077,-5.598097811013701
33,-8.754291989078329,5.893904464669353,-5.423099904831289,-5.831917315655705,-10.962357112044025,-0.7801887044871423
34,-9.397439698012791,4.80977391149069,-3.7317118093761112,-2.61443116547919,-10.530850988319726,-0.14556357331571113
35,2.9381229386179135,3.0729001126107574,9.233917234795964,-3.0280059631725003,10.986627265279605,-7.359732129190144
36,-5.39541313902971,0.04921828149554128,-0.09918616315175138,0.8372005361411821,-9.056829699208494,-7.515756196062149
37,-5.941952926537714,-2.8067017827067025,-0.30830572944816836,-1.553564136399297,-4.3890023780321865,-7.089127980590033
38,-6.631352699611237,0.42011908008200605,-0.8795346228851049,-0.8521301389413861,-5.1552263534378575,-8.566864497251784
39,-9.42316984507152,4.936194599698631,-7.152126081310549,-3.4537177981764726,-9.268504146714058,-0.23019600297459758
40,-6.852408758493952,-0.8104741334662355,2.1515354029376685,0.09377052327799051,-4.533776457330755,-7.958505187046003
41,-8.319300916807327,5.435222169575438,-7.480328257414987,-4.201611019065232,-7.559828149197213,-2.432386595188441
42,-7.912362508588514,1.252222996315125,-2.4901005185969862,0.9349649104991375,-4.641830043718139,-5.407723930881694
43,-8.538757917753864,4.521159606508205,-4.80985286983137,-2.1848296978527904,-8.264976222282232,0.1448636051522918
44,3.5731849206110717,6.307272480096302,9.65002485218775,-1.8305408041690399,10.552242396732092,-4.140989442207293
