,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,-7.219737554970574,-0.08992340674605948,-2.6289197116362484,-9.046804610166314,0.09086769757916535,-6.052992593638784,-7.437429520156024,0.3582080110074326,-3.249853832048652,-7.313929858730951,-2.855678365252717,-5.101044455633511
1,-1.2105567958230548,2.130715297334384,0.9881662242920524,-6.4635437921460515,-8.438858078956233,2.905959159834932,3.8559691486761385,0.5952630140125735,-9.585051218177696,3.314742411038532,-1.512922871061406,1.3185525333156611
2,-5.138359274983757,-4.6306158456391096,0.772069667046213,-11.225578514211081,4.35290293181955,3.5913965769325062,3.050483196611454,8.790174064985443,4.585362793789914,1.512937594550216,7.823646090757949,-3.5073821100369766
3,-3.687855910859148,0.517450626724284,2.2682821617272397,-12.208089164481724,-1.0655031004751425,-6.169522702118385,-1.1738741742355092,0.6909397910031382,-4.77649013784266,-2.649515218900246,-2.272127091158456,-6.870574268711231
4,11.613590028773423,8.997684921753503,5.645866176304724,-7.37533276611339,5.464648263391054,-7.579613354669236,-1.069558934376042,-2.900713233495897,-3.142612777801338,6.490809358128744,-8.980514653508028,5.427582853283811
5,-6.916503324100013,-3.7902283887714656,2.058258264803093,-6.300819570129492,5.164402222186452,2.696895996875865,3.926381633079227,5.7195050902461455,2.8122101147738703,0.33402178420665424,5.756872481814062,-4.792495075059166
6,-4.471853320033244,1.5559036743803765,-3.432437935423101,-3.9555177623502904,-8.099526595013025,2.5846717764038663,1.386762163879944,1.685783038615946,-11.361338660241733,3.865611212666387,-3.674236985534116,1.0517690302200113
7,-4.164326506693271,-4.4567928267107035,3.7196764246753045,-8.493649569506113,-0.819533733823063,1.4134272359456634,2.407556702125743,8.992329672081565,3.807929654809044,-0.9011583446410731,3.056765281348643,-1.5783622102491592
8,6.53948700262425,13.56880220131207,8.021240889690695,-3.3895059879119356,6.681485973627735,-7.764781710010367,-2.542608480527371,-5.905926786890127,-9.311605533877433,2.126808052720443,-6.700014644235438,4.504139144169219
9,-1.6326152520840678,1.2525699791385598,-5.24593084174029,-4.905546928269423,-4.789175395069399,-7.230506462983399,-7.464794900655271,-3.138054819530927,4.172832608328976,-3.9639494739955126,0.46132803744658446,-5.761772801315187
10,1.2065459193479944,2.0869571229183967,-0.6344570111616262,-13.104723702934246,-8.667082783008428,-4.539705669912813,-6.5226520326573505,2.422691287097444,-2.8421445143442985,-7.703677335422679,-1.346550569887582,-9.21830849988832
11,-5.586718348148325,-10.252991288581752,10.12868825013626,10.924716022484965,3.5471348549533186,-3.629306014496919,-8.822837667180941,-1.5775566675634065,2.774688256664588,-4.860144123676584,-6.280533604694729,9.515764651934898
12,-0.29911916954832085,0.9799772427869129,-2.502953636849657,-8.43650346849663,-5.736185630468964,-11.656289275106115,-5.713808134300715,-0.5178498045006494,-2.7856292698675507,-5.522417091160142,1.6812939809609304,-5.946359837188347
13,9.128841044639092,8.450365365187881,5.0094747375658955,-3.874400116030793,5.267942966581904,-9.202507834006418,4.217792625751766,-4.5697890888944555,-7.037244901165462,-1.1828135615797422,-7.944500201998545,7.605049955637488
14,6.734919120812919,5.3854346882920785,5.63259739891361,-3.0116442370308256,3.7856662027840597,-6.451103543572415,-0.522522435400862,-2.684994273187727,-6.803939483608661,1.818911235985868,-9.151189937503778,5.136983202596629
15,-14.217810238253325,-5.221066185750782,-1.6111404936272757,12.24861046686123,5.515890148804173,-6.163003214050955,-4.357647486832602,-0.7307691325254091,7.635149907064371,-2.3260415529663985,-8.908013758106655,8.783334251531272
