,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0,8.761198172669273,-6.26911771643192,-2.707025587053855,0.1647359989805794,3.7430792921870966,8.252186106594284,-6.0334047897255845,6.459895934125505,-6.702501322141817,-0.11211757757491281,3.185071969391647
1,7.634178858017002,-9.527079557086598,2.77507629246161,-9.40988923288564,-5.701468284959544,4.371323532427121,5.864001069671743,-0.1905720952028156,-2.4097296578407263,6.149054882977302,-0.6442462992308071
2,3.4930492639297848,6.42406327734679,9.27904078408392,-5.0000857362885345,5.204700303431006,3.4304522547092393,-7.797238052666688,-6.396301112181359,-2.0077683994341156,-2.3997571927647927,-6.017166848477807
3,9.870290248810399,6.569868618283046,12.779724806758885,12.690567100134098,7.855563549371315,6.456796628487504,9.618528564482343,6.09203496522423,-3.130646119986389,4.398468380629493,7.003854845292905
4,5.114541356484141,-9.42585063823106,4.123283851870906,-10.87888601792131,-7.733249348017344,5.43686739652728,8.428394093599627,-0.7428006254209687,-3.6024207560483914,3.7894354988875665,5.9456472562570095
5,1.706242486361004,8.667154911045428,7.2213056673156055,-10.61422333266537,7.358022479897688,14.691807731822145,-4.490721290818586,-5.153509526532277,-6.209736299433471,-4.120483314479598,-2.737209505727914
6,-4.20982504887146,-0.6005693863956054,-6.244372129912787,5.711889069447184,-4.690045921509456,4.409399629637674,-0.34614993998149357,4.262798021589793,6.993505149229605,-3.9554967178750804,8.408940918067014
7,8.230382060071202,-5.891495083869462,-1.8290100874997552,-3.976409856712092,2.6995417163333353,4.126923743001296,-6.992371029584467,5.874391664090634,-9.20469195871557,-5.19104171464443,7.879417215661822
8,7.126028252620311,-6.330850047300171,-3.718858194716706,-0.2743607863378047,2.7634348862233438,11.103201112870533,-5.394179028591348,4.476534916546555,-8.270424930354661,-8.443823073983282,3.7694278065357696
9,6.915542243063871,6.15201238739422,8.838792009346195,6.665693221267967,8.484163848469525,3.998886696342363,8.971114749607162,4.488849763572987,-2.0639724915525277,4.725742240370358,5.757883103980038
10,3.0484667736404494,13.743796760705067,10.949954007714053,-11.338793720513552,3.9233622405722985,9.444227124171555,-4.94639452209349,-5.510653384309847,-6.224531682365907,-0.9943347567530028,-3.0295148192614
11,7.89756937742903,7.8875754359930506,6.348427251636286,5.17068136808172,7.896373343783325,2.180928015529789,10.81121433002755,3.2348412040819436,0.7068286731368125,0.3328552003097687,2.0361678984506293
12,7.583254149340939,7.2982739419442755,7.6558446506202324,11.637772950644012,9.37233041502338,7.349779774907114,4.323544732899112,5.931229794033987,3.9014585708009166,2.8488663939329557,-0.44701578462299096
13,7.217178916807101,7.870965738238732,8.524444083401809,8.70754861069012,6.845485908492902,0.6356614321121459,9.40992038513026,5.233299843921923,2.956487818548228,2.6751875220085615,4.6562445108879
14,7.855650911952787,-6.59659993262915,1.9120134226884753,-9.471487446898708,-7.63451416922428,4.306932393683072,9.039948454887668,0.6147424724974164,-4.490126923303522,5.325453717948861,2.816327024385849
15,2.576402842953305,-7.859122406219676,1.0657568633706331,-7.600397529971353,-7.295095676668669,4.127359292272073,9.438753581536188,-0.07532445953858491,-5.716647486050294,5.045447452048512,4.874727030790188
16,1.6755231239426065,10.308507503120513,9.929667255809463,-5.7950931403555535,8.984017373486298,8.494365654148979,-8.01386750118945,-7.0221588067892124,-4.636785960698645,-5.383527163773177,-5.612903185989039
17,0.571164317390898,8.77914363206872,8.5074307517161,-6.525119868143212,5.339990473964932,11.578506098571452,-5.014730465266765,-2.3714598449564983,-3.111628344691524,-4.2974465420423815,-5.092435308307368
18,5.895760641653423,-10.313388886723406,-1.923865234337058,3.3781277525867184,2.852798375477514,9.772183037770834,-3.6002060046096647,4.997629509771011,-11.22185231778315,-3.3126772856615867,3.32629063227901
19,3.1038136533018754,6.75761322075415,12.372138219583213,-7.019189938248326,9.139515535004328,6.39254550998217,-7.663153218803661,-6.348014769709587,-5.009625925884867,-0.513421092450804,-2.9603971897715713
20,7.86345526571359,-6.788582680669888,5.194297543592322,-8.252331424925423,-4.331250834807893,2.183597448647884,9.499002782203661,-2.5331079149240674,-3.9768873385769243,5.390269734746605,2.9807013495858166
21,4.391644435492967,6.1699019539447235,8.046460994932445,-9.686627541854769,13.25378142260352,8.1402208897736,-8.763729733107123,-1.8429951221751475,-2.3147434113187066,-3.6292603665523333,-4.90031005431708
22,-7.961796512240406,-2.8381178792115773,-9.969234173730273,5.756522123604518,-6.069269512564317,2.9143494062850013,-2.2474955229253557,0.6431801599659939,3.9849457503596515,-0.9910055277354153,4.669847492818421
23,9.906502125431832,4.464096801102039,7.718455003188649,9.278672336057188,8.344208782051338,7.175035464194735,7.38760751406791,3.072458088366071,1.5975263093255005,4.153143483795,3.025710300594529
24,6.145367290547464,-4.679844445484366,-5.586319823123896,0.0664547592608623,5.0515482470605555,4.669849650599787,-4.867503510097964,6.555273764806733,-6.90923239388182,-6.8270439254831565,4.268499610878405
25,-7.694041484121953,-2.528433928678429,-6.596017912747494,5.370895181417222,-2.5643377884317275,4.244660112606495,-3.457312661767271,1.6232660503420289,3.726480961590424,-2.94654466735702,5.734601824091026
26,5.9083647840988505,-7.085795555766499,-3.322973428945593,-0.21451132732093836,5.287968701332736,8.320711076874723,-5.311328233136445,3.889436727587707,-6.714812428094181,-3.0103730450248216,4.1075303081571874
27,-5.333407473545908,-1.6936034544596692,-9.126599028132642,4.192805260262183,-6.178683424344367,1.7545528083828434,-2.1212539607596446,3.019139443288967,4.683771615652397,1.534518557317381,2.153968471316995
28,6.571666098847775,-8.284509440675963,5.721997369818123,-8.965771324051756,-10.040792104806059,1.7855178899026707,8.726829768687873,-4.203203151478374,-5.861236583971674,6.435542079204122,2.9121889117354285
29,-10.309721375963464,-2.8488509497565158,-8.461967644661469,7.489735411198595,-6.186729076705432,5.224708220282213,-1.0693785387185981,3.0905826719155938,5.641666463143261,-2.93458884402474,5.939160810512034
30,5.752896682455983,3.9405094212904896,10.591813389968586,7.7662571457189316,9.79147221466236,6.284865691894545,11.5647454106158,6.919827294958882,0.7233104083435913,1.317349864022908,4.658297193555159
31,8.828762648026538,2.761187711832728,5.8969993282520585,8.177394270138082,6.260599851274314,8.158130717568014,4.082771229857193,4.032347863948978,-0.7130304024803489,4.640683319628136,2.5677622448540816
32,-8.600135887378316,2.117612325668502,-8.597588950254025,8.218929572674275,-3.6737108695529055,-1.8105333409455033,-3.6175138006581307,4.774052854197688,5.330218527084213,-5.026773978347837,8.978930037973797
33,9.495691560002964,5.54089379153739,5.169724455633853,9.862668433517126,7.384498883251766,7.031819337359843,7.889003972376241,7.650042106305139,-1.7800471808412965,2.679084070456053,5.592624451895382
34,-6.329277939609339,-1.6300516043873563,-10.541639713280947,5.171413763097638,-5.55453293743223,4.355853023232762,-5.838994370884971,1.4771746335949105,9.626986539124628,0.29727901848187344,6.268269167535325
35,4.964222366692716,9.865518787667439,11.904218961980542,-7.477082874487983,6.226151400189467,15.170505376666796,-3.3251378972734487,-2.8662935662065,-1.1836267199129167,-0.29320989038185274,2.0601812901726673
36,3.8070589175992646,8.794808328406205,9.148650927564178,-6.740056983314374,6.854819882768196,7.883094040957943,-6.32301281125604,-9.259096313374329,-4.892105041593519,-5.041926964214338,-3.311583795122841
37,5.838869242557495,-5.379653121634584,2.7796477984393215,-8.169459554699156,-11.077644316770654,4.198582528144268,7.5380593298688,-2.0958362592983306,-2.890582626337135,4.125099988816348,4.225666956523448
38,3.3609604471606107,5.077512520940971,8.075390444016062,-6.560803828034832,11.249951105635306,9.720264010858896,-5.388544880188487,-7.565624452703426,-3.5830734799264192,0.45913641609847744,-4.203849987924675
39,5.131431981717763,3.1311070794594866,9.527010526591235,10.943930966610136,9.852824695343905,4.575304168021295,10.109960847827685,2.5981420301701657,2.2639209331782473,4.844561477084045,2.7878230040927368
40,-9.306986190366686,0.8254825628446256,-9.21505829713983,7.59119026022894,-8.244217472938498,2.2513405169773355,-0.4377295636273537,0.8079738537709944,6.013292856815021,0.9587040879284565,2.233182473288181
