,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,2.7611607539731753,0.514474829071442,2.4630551000190786,-6.612902423004337,-1.1323537675204927,5.022294041239848,9.653915469009164,-7.505537042169496,6.490689359651655,7.224605318382414,8.384016983653288,-7.99213039136636,3.267489601443559
1,5.565668218101819,-1.5642663907238963,-2.6799875302128786,-8.739061773233205,2.451463069858128,0.22839472081144407,6.89957374308318,-3.1494165177586613,9.768342180318378,4.193688827272892,7.931768123493096,-12.545524782641346,1.8691434987742062
2,3.1387103824249745,3.6846728450918453,-1.7482157737197865,-9.196173048402503,-0.5561829532346779,4.484824047407184,5.5450570274257664,-9.988682166067104,10.248123549408227,8.546150995448341,9.481484881524947,-9.67617024524074,6.355569255688629
3,-2.642458231719,9.276597142419535,-4.579336935878646,-1.8847276353030609,8.789473402785731,5.954858200781559,-0.5339892001739213,-8.177070009721763,3.51244800335788,5.469927415278284,1.697721562448308,0.054669043690362296,1.8553499604662007
4,4.189454469043779,5.327646272568322,0.8962215194905909,-7.940715540483017,-1.9118023172923362,3.9197119584083966,4.372390147995329,-7.802893782508103,11.94512188650332,5.293195249178888,10.696766380697133,-9.407328087363048,1.2360679301631907
5,2.1161333512378793,7.838178711003086,-5.79472509016767,-3.7222778235656513,5.579800101996063,3.2507482667282965,-1.1081925811878715,-2.7768426988047468,-0.16915319873815093,3.2621692020687125,1.5147878287662138,0.9997156552118328,-0.047161706870743614
6,5.006820489405007,0.9917485673853925,-2.718527049359966,6.2284893493507125,-5.074148202282767,-2.393610329366272,7.030978558027756,-6.690466022883997,-3.2074360747105874,-3.8339188461255786,-3.636808137226533,-5.644016031919834,1.0518870694465572
7,-1.4401765897910361,3.122488502170751,-3.7691554739288184,-4.499100129443559,5.288564339487308,3.9786750116038956,-0.6089851411358596,-1.3366476103974283,-0.3469220931787882,1.2439185408818765,1.0519595107983657,-3.664363475582631,2.548680391318853
8,-1.4571623455388205,-11.375833352752725,-5.377008253889963,-4.801553670839772,4.922739979412298,4.5337240287595595,-6.164104290334082,3.453548721217604,3.311151094165983,-4.225930704989435,5.74619872505188,6.960792025144517,13.260093979226202
9,7.599478758951728,3.3333936357100855,-2.7670117632125066,8.70456946017257,-9.669634735753956,-1.4615800193052655,8.646251734239085,-9.589665999403675,3.427331311030061,-2.949729653750867,-5.019998414571763,-3.6071716619463725,0.3999011854076798
10,2.2984348691018903,5.986293798843205,-3.969046244016912,-4.487050518591258,6.004637506767493,0.6341807379028936,-1.883518287949636,-4.05338508469039,5.490278623991966,3.7726209663783234,2.15301489689758,4.2479334065301675,-4.455404135869343
11,-11.201365617186603,8.557324848601892,-4.343123560426294,7.962501573485266,-5.2121876193039345,6.316746747624075,11.26433863457319,-4.377649863077267,3.790415811359845,-6.581015461317284,1.1684214640448425,9.95638204122938,6.766268668970971
12,-1.9896227184550543,-11.684045897080196,-1.1498045748400747,-4.510844211103791,0.9565680982325668,6.05056947115156,-5.762387698681211,2.639475549868537,2.7685237527667903,-6.64847933857216,1.8097533643352903,4.050313067191033,8.24421255057614
13,-9.724852491259131,0.5890319137735105,2.301981972358017,7.669605304989342,-6.18978330492388,3.2783749391438946,7.362634159639408,-9.186120388189213,10.011458414267114,-7.096317676087718,-0.06711133709789019,4.136923380637039,5.96963528273062
14,0.7096023801864362,10.7779736392202,-3.887001202434432,-6.373328738332425,5.03169070604454,1.598013809692959,-3.0900207577027006,-5.602290440439061,-3.5989726878208765,-2.2434997691406906,0.7937303008565906,4.276395701835256,-1.421939595939792
15,-11.351959630021774,2.489003921211138,-6.791149944849595,6.351895497568876,-6.849448185304157,0.18160863157448426,7.476019793170119,-5.220431412004172,8.474990786724252,-4.165549703139219,0.8551181824916205,8.589650479562485,9.459542362570655
16,1.6890488399747376,-1.78667050314911,2.7411352064456405,-6.3830680719539705,0.1802056054960153,4.353209297546902,5.105482479832634,-6.820407238426652,5.164537770810432,2.524834167300712,9.342733101154794,-7.7253408564989,4.779628458088748
