,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,-4.389273194932203,1.9297234986433083,-2.690788316032254,2.6928860534333694,8.502780351132184,10.371972190533853,8.844740301886016,-7.857037323018087,6.811043486964027
1,-3.310582351099484,-0.06687680768204673,-4.152659612614887,1.4627941196809424,11.487427371564737,7.499342780020394,7.276956982393038,-6.711631155462855,7.7504686493711095
2,-4.761481727807552,-2.170399301913971,5.8255300001700565,-2.2246546421889417,4.583344637156467,-12.020904757396472,-6.368816858534931,-9.83043472234834,-2.7791096217998374
3,6.107082857028702,-6.426428245531837,8.16271746369482,-1.8465968950129343,3.59825770277124,4.1279456956611,5.160569282182488,7.091607438527571,-4.2582620106233495
4,-4.634639657237615,-6.07478281802673,7.119769082808368,-9.469154130333523,6.566895762951169,-11.101065903479059,-11.047982571473248,-8.969069248013778,-2.2373881479971485
5,3.5597032087013103,-7.728676042317578,10.16935740145644,-0.7635446038706708,5.023875656131796,4.905922559989912,0.9170928045417186,9.125277854547912,-6.662291624175992
6,-3.183120408350099,0.8041783852372082,-0.7231000405320746,-0.0395400830590491,8.115398369598239,11.738288732008671,6.834223687801317,-8.469225568372943,5.737707426154379
7,-8.59552786320499,-2.6095416940766842,9.908628351808524,-1.2851020160620057,5.678958505118642,-9.738786468028731,-7.398255892669832,-4.573208890694572,0.3952654551926378
8,-8.294537278291253,-5.378052500267708,5.4511051948567015,-3.3764137878690694,4.97154924526661,-10.152982711490644,-9.082229912768977,-7.636441809895102,-0.28438958267011216
9,4.695784688439167,-8.813172361094768,6.59765175930806,2.5765752604532492,1.7818460731682642,1.8951056920008877,-1.317722499947501,10.554770608050926,-5.741188107912599
10,2.9324868802804036,-4.185614620719825,4.039463727541447,2.5262205175674617,-5.631667160055781,-4.0272474321529605,8.35512811247274,-3.8226892772962837,-7.283522216185631
11,2.1772682698593244,-1.8482959269363044,3.7562021991344348,-0.2437256411026641,-3.7898139462565825,-3.638497961783469,7.144582795228387,-2.8115008263337655,-7.7651708589808806
12,-6.084178452108434,-3.3575126269786018,9.588767188042036,-1.2666282969172933,5.87859174207155,-8.536505399313313,-6.714143179452837,-5.609214964506968,-1.2926094245651372
13,2.695001705249112,-0.7625544230962475,1.8756226392023798,0.8457115942813642,-4.9938873995242705,-4.7963301773162765,7.888399459390455,-4.145199241788836,-6.696939149427401
14,0.5144893159502266,-4.285449205324715,4.835171222665939,-0.03482576351809713,-7.009659301559184,-5.213036680781089,9.378391468031536,-7.320164745163391,-7.389078890913511
15,-0.6784404020742176,3.984006053190038,-4.8584862396669495,1.3874448468208385,7.405837906730372,11.01436337071108,11.950615480316053,-8.237834412320186,5.820536524253893
16,-2.407231266920756,0.8236198007427197,0.46031644422133966,-0.8634037870140268,7.248097498205283,8.777803766866143,10.086917212515425,-6.415068393434679,7.309797529339421
17,1.7536738136720107,-1.1273041618574853,3.559017043982111,-0.10750333208497731,-5.255521087557277,-2.008644340603923,3.065646692949705,-2.0476807780978383,-5.6174939443209
18,1.23823352127075,-0.43968953470413963,2.2108222561584077,-1.450407868658222,-3.1952218729349324,-7.740788057086199,5.41422762692131,-3.9509676668422253,-1.5907000188322646
