,x1,x2,x3,x4,x5,x6,x7,x8
0,0.8089808200570694,6.891387889056552,9.753303855031662,-9.925648599033936,4.083049116431075,-4.532293134225049,-9.133509072348607,-5.124567703452522
1,-5.503108726535332,-8.182562805777597,-6.583619333029295,5.875923153704633,0.13518668204102502,-9.171169443964601,-11.679174856235912,-7.526388006853718
2,-1.8737831944545624,-2.0411509336448943,9.047875356793664,-1.4460182240624646,5.941978338604297,1.530549200761655,4.326267230617021,-1.6256679232320999
3,-7.70884480224162,-12.403986588542661,-7.197934134285665,5.532413762851854,-3.9317549428018728,-3.957549515315409,-9.578049049117558,-8.479298077070338
4,-1.1139577445294035,-6.70164033469951,-8.013224066850281,6.832991635254642,-1.742927731696895,-3.78126039262908,-11.603014367899748,-7.699680845527304
5,-6.100513906252162,-6.955614924847552,10.078424555154742,-3.648539322041861,1.8562559666832872,0.8725961200068325,12.56029669321584,-5.409954467325532
6,-0.4010742331681185,-4.009279511946931,-3.1799956296017307,1.2063127546594417,0.01632720813354152,5.427812606887549,-3.3308304634211785,1.664833509964096
7,-4.3430394832873604,-8.203961990888601,-6.335901611094624,7.799468219868379,1.5969164813129524,-4.4644580497629995,-11.697342123011076,-6.6427688674053424
8,-7.35574929763194,-3.4788938074283067,7.7839091424166,-5.984756862840581,0.6525179250388895,1.4760169388692357,7.113148959121572,-5.303209811585263
9,-4.975160132614006,-1.5504246147745042,-4.031808142276338,3.305820141273249,-0.24460546674388886,5.8102456652397,-10.23743589030506,1.6910275451301104
10,0.7060306984431981,-3.6912735081075985,-3.7145878039151725,0.5213942542673393,-0.561565192358541,3.0218009569690945,-4.968363473059848,1.1624899757228164
11,-6.623090714280509,-8.724827406369954,-7.075830565962506,6.169204132365101,-0.7928095638572996,-3.9670337764821015,-8.660945024450598,-8.3900746078908
12,4.076803674596586,8.733016396370935,8.51636222658402,-10.220861728829695,5.392383137211695,-2.283498091945398,-5.96223257712024,-3.4916461999380166
13,1.564706342170723,7.691812955219486,4.853351801873803,-16.14355136258525,5.295413050466541,-5.513441409472129,-9.184988949405914,-2.156831682756424
14,-1.4781985607846184,-5.011942175861171,9.927094036428942,-8.535924757093756,8.980129999465984,0.15958441965075987,4.626515201107186,-4.256813016849277
15,2.8641436895950987,9.338157985005415,5.915943113277568,-5.2060163021578045,5.90287432120467,-5.901005466855312,-10.15287458823642,-3.5275680000005356
16,7.396711398444845,7.235452348470951,9.790279212061526,-5.988860763702318,10.636516193899883,-3.5829328348237084,-10.963985781677959,-1.4498101871771933
17,-2.8594684047512864,-8.843407136046206,11.390738555172454,-5.182744506660149,6.715969360894521,-0.8578082715377476,7.440418696425543,0.8147004097416293
18,-3.1116884030902994,-8.23079778607887,7.12251904279765,-2.0912852650251645,5.782531013252411,-0.5859667769955456,6.205885605787101,-1.7999992663290216
19,4.992491592479321,7.108243996225556,8.428225490854466,-10.971704192897253,8.132952798951159,-5.730436474721125,-12.98994113146092,-2.726738862417184
20,-0.09931580650426008,-5.600759711416646,7.269702345506971,-0.4095857701955907,2.573987175105355,2.177983404770863,6.4219363493347945,-0.683760512231979
21,-5.688790749989193,-6.691851484929523,-5.705883135272953,5.087341039484792,-0.24712430743337066,-3.3128375879971035,-8.264283883138134,-6.6780168001392655
22,-6.105936157977157,-11.955217415503247,-5.454589718265188,9.73478693229185,-0.5625119801723639,-3.4119176933790207,-8.179785611772159,-2.7965707890990728
23,-5.5001522530641065,-3.1353136793806664,5.495789108717172,-3.44863818068926,4.514530773329844,2.292119479553576,5.216516426389944,-2.54435072177475
24,5.159523913218899,7.898496922935217,9.53754001458866,-5.968127523507841,4.0202606003559165,-4.814998471396728,-13.319790729715256,-2.4799496903516167
25,-7.039761781162204,-6.691351938827477,-8.27457125379782,7.856767377361525,3.0054760446537374,-8.222308786324936,-14.59713918386197,-8.964471469219175
26,-7.6593557358307915,-8.599940970862303,-8.621349698457886,5.589074484444849,1.7335172409558708,-5.469431882619386,-13.780777500232514,-7.897379097285235
27,-0.15890440873271183,-1.6444690182447537,-3.3507401001819117,3.6226187277655346,0.499807708836997,5.448244674962559,-6.577006203439006,-2.5490964061181263
28,-3.8327044626830187,-6.89630601015786,10.662580005402964,-0.9820237369035336,0.9347860549552669,2.417681693248536,7.63969847059702,-0.39963429324224853
29,-4.235374199589107,-2.9895135340798573,-4.898996953179792,1.8099575987380145,-1.4492138378855983,4.684159827491463,-5.868286023800634,-1.693791292918435
30,-4.631327269123301,-9.09240282170159,-6.1597516442406235,7.701905409352388,4.204418580354779,-4.499436856180266,-8.44903823354271,-8.478065612527972
31,7.879411242946551,4.315687241319484,9.060231999830608,-3.8864953446588535,4.616131518759708,-6.710834319676719,-8.948916936057916,-1.860209910180735
32,-7.4631229454454715,-7.484650742439388,-11.042116861051142,8.804030580122227,1.0794176716910298,-3.2006310771856388,-13.846007274072438,-6.357578349874666
33,-2.412719850427374,-3.689035472831611,-3.0535125165067054,3.0680959936649406,-0.134980912415487,2.715829339310751,-4.92335470105944,-0.3785600669895746
34,-4.400711827568228,-8.19486601985939,9.622990733878183,-0.3309015395675714,5.254826366278476,3.7120562553593075,9.027597453262793,-2.6596165467844495
35,-4.755481470403154,-8.750947972144084,-7.242361419789524,8.147241588281508,2.585323401038731,-6.638782683006577,-8.331299895317795,-7.135725902164308
36,0.6363430332140241,-2.285977270317587,-4.849063318112058,0.7784441454548929,-0.27960489749921835,5.079098471717053,-7.252999540188533,1.083575060352593
37,-5.743526642629593,-0.8217767715905098,-3.5889276088488256,3.4417936988188336,0.4103485522535529,6.445300015924065,-6.298063196291113,-3.4762860422513087
38,-7.263515953780814,1.3282243980749007,-5.358385414088341,5.3485898659942634,-2.049074126096613,1.6403444613694236,-4.591624267605257,-2.9726104769076596
39,-7.171995535493081,-0.8219003480667031,-3.873972346072556,2.7636129022377487,1.6473725397648622,2.9316544372390583,-8.358378618418246,0.7096533092410926
40,-7.559090402094268,-1.3841751945174292,-4.322076240682368,1.4285603209719657,0.10582262099806017,4.872711459753642,-9.74108869514233,-3.017024369726887
41,-3.435018160970809,-7.872316078038303,8.05017224891261,-4.924223898864249,2.6713759819152814,0.30017372500809286,10.241988806370095,-3.6519584188052514
42,-4.371935087392713,-7.987169425918223,-9.59965870485171,5.230743925111328,1.8834339740539559,-7.485449158886215,-12.199224665556208,-6.059276592883795
43,-6.028201642077441,-2.015544229630996,-2.639390116451443,2.9432563037845263,1.7896137630402813,-1.1992636140824935,-6.101185277558649,1.7066048310545052
44,-1.6849317852870915,-11.248018715079827,-7.910143257794496,7.258969719186739,1.2726687836696955,-1.786219904982377,-11.93827689990909,-7.338847385931146
45,6.730273796511949,5.890590961824165,7.865571253106715,-9.461940761521511,6.335285063676274,-3.2632579543937434,-12.454207209158927,1.2863410168223623
46,7.154695602682427,7.032948988184956,6.6048896474909045,-10.824630915397483,3.372292801750059,-4.531262420577602,-7.2020296826831345,-2.2250946467832136
47,5.940997060815153,10.954530384514829,6.852319810161106,-7.797559885936623,3.8531044448930007,-2.8077277122755753,-10.23458283988149,-1.5243820221562763
48,-1.8607826653757202,-7.375169808762987,-5.094895594728948,6.790057692053791,0.9765342866925695,-3.926324744806604,-14.314373731667022,-9.49957289331735
49,-8.836641856817936,-6.8978835106014795,-7.352503141501428,5.784233487991644,-1.2228515451744264,-5.10083678539752,-11.389630235576751,-6.186300532981185
50,-3.958692024101091,-1.763107792589897,-3.999278946294194,1.8809606370261593,-0.12103054780670534,1.369745872988518,-4.310798873343438,-1.195503837568261
51,-1.8103920129429358,-2.3825601314490297,-3.3409762258542366,3.8183847032171743,-2.5983717114933262,4.351061242691297,-7.815999353151186,-0.2550864193782872
52,1.0768848715295203,-5.95822237575021,-5.832245719488078,1.5577293721247436,-1.9285084150087881,4.653964000807864,-7.197287588921624,2.003593489863237
53,-2.5531788931391057,-8.733875564706889,12.102241213998532,-4.455432699817196,3.7989361694844046,1.172403139792219,12.17128555482467,-0.27932695522862483
54,-4.532733486983722,-6.029298617344388,-9.179695538420983,7.42782009216406,3.467707403033841,-4.9139789305673,-9.965703681674126,-6.712250295293007
55,-10.395057226446827,-11.528750349683358,-7.442478187253471,9.040541576873146,3.2542107394234714,-4.684822532079587,-11.218875636959913,-4.476470768583179
56,-4.3268738380255005,-0.6482994849955528,-6.340464793185465,-0.8327694482325945,0.5091516579305807,3.526471673255552,-8.830380349324074,2.5260409167212163
57,-3.8328187333806913,-9.42382661001468,-10.796029796884751,7.615999513844627,1.6550498724744078,-4.81791634561596,-10.667322461913065,-8.267267247387704
58,-6.0185096780698775,-12.138441343290001,-6.715730113405126,9.362328169196898,2.1762918715561193,-6.611958911709719,-9.130435758877203,-9.958168915449173
