,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0,-1.05190521234364,-7.9998805634218915,-9.467117797891675,-0.9007329146694265,-3.8408965161167563,8.080740553251394,5.140159057848512,-11.337277553176275,8.276625096697778,-7.5228664978008535,4.46997193108427,-9.079951096744189,-7.128194870554779,5.777095284977283
1,5.902624827233543,-14.084676171085238,0.6631248246611183,2.733353382366346,-5.648640000155792,-5.647683602609103,-0.6777849180323107,-9.786955920876657,3.9278862463243165,5.656087788561016,-8.418143758082731,-3.288063780906659,5.657584048388711,-7.178298932106249
2,-7.147726233826392,5.61935536105475,5.11365201496772,8.213780624855554,2.48095325076363,3.085741204429572,6.069484264365074,6.209230984037694,3.4585981360942224,-6.122084431123554,-8.072591596994037,-3.8781827762684107,-10.553453436397296,5.429533055191756
3,-8.345436888578812,5.372187312195882,4.406502572481069,7.482344288791128,4.190393675276322,4.321004387918871,4.059257923374032,1.885036839615517,6.260659026869201,-7.114472308566738,-8.117971717615562,1.9017853153221957,-8.928776300836063,5.546707905275721
4,0.7043910318302504,-6.933152535324591,-9.745049200562603,-1.0412332496121586,-8.220818863137323,10.931214470862248,4.976249999761279,-10.18911327271875,6.436578977056668,-9.573936079118857,2.2312515930421912,-7.102041653793442,-7.724712073355196,5.398053643219255
5,-9.62596022547292,5.916160812528398,7.5382918086011745,7.493732604649786,1.748292721072453,7.439329709845107,1.0320954102525568,4.508171273837994,-0.5012599653225234,-6.6285030693505,-9.176575496502204,-2.301341668744392,-9.237256148156758,6.306796714154886
6,8.52326959208565,3.4899305329971364,-6.549249325411134,3.2186576424535502,-8.272020776319346,3.85653026009977,5.735170049702415,-9.606543659820506,-8.383207368139049,10.4232388103906,-11.198145606493156,-1.4352080808350967,0.24147625279770701,-2.5248881340693305
7,4.749857678065181,-0.13824874352460037,-6.884458151834433,5.245172105445549,-7.149886806451228,8.750095353429758,5.130494344161271,-9.649419049167236,-7.623064831954163,4.3674114375758855,-7.704028066698793,-3.059399583402179,-0.22453722621257066,-1.9323583402113396
8,5.773515355101603,-9.822834606030344,0.39029912302841996,4.258933054191693,-5.6475058797013435,-2.3701118141898823,-3.9805459738053695,-9.333976102070284,2.633491641575028,6.050758727521987,-9.005010413277262,-5.556416000617068,9.198489193617293,-8.948891088076195
9,5.014595473411616,-8.74235801021985,1.3474418711576257,2.239141400480458,-7.003000748945644,-2.4938580143922406,-4.243574307316187,-9.969806250454761,6.022423518238822,1.7794439232843584,-11.603250574150032,-4.46174908725551,9.521551213081182,-8.669292620433577
10,-1.1246671214726334,-9.143328682125125,-6.357168098809244,-2.7306395657969236,-5.581496860678409,7.271343897355651,9.765137479578257,-10.896837918706314,6.1511369653038415,-10.13136418901331,1.3969918363518627,-8.554507454489666,-7.847940280907105,6.978949748953824
11,-8.671715641821205,7.84520657576059,6.949406189960834,4.120505372262009,1.8758037215910925,5.033116794475535,3.0535963415080705,8.384427741296971,5.9426337149267425,-4.355932402214117,-5.519522156403136,4.005848331472245,-8.322561834551784,7.033822514214666
12,-7.349356404253457,6.137267506254675,3.406746136537034,6.510042186247444,3.9599662342026987,3.616171504738991,10.59548762799923,5.620888108054496,4.734724318392157,-4.989448850476176,-7.951768316897188,-1.5571497826067213,-8.164264969274814,10.327061649822594
13,-9.470365011741087,7.075708578976435,8.291739771142682,3.097975874599394,3.432463099801266,1.224585768856469,5.832648820047509,4.422380350092279,-0.35402081261082907,-7.650614103473713,-6.1950834136309565,-3.5161488216601313,-6.84655504493297,9.593993591588982
14,1.1824779409624622,-6.36767241995887,-5.623463781576936,-0.7500075797319247,-7.634603278923712,7.88455896263425,1.5434249131514761,-9.515596061502983,4.429581886421383,-5.878059184278,0.1597500990495353,-6.467126671233375,-8.9734900901199,7.084441400910959
15,3.6536167773212296,-13.604117239887959,-2.3604481282417678,7.12693509048348,-6.51299929061017,-3.780604430504416,-2.7050023913496526,-8.570210175878955,1.7015991075441748,1.550253262701955,-7.318170789821976,-3.733248675435258,3.6661325430895717,-8.283166757680279
16,10.272757398924396,0.23292669079292028,-8.281732780444996,4.332848060589601,-5.343809845686635,6.154722462542226,7.145231837208313,-10.725027933359232,-7.713063774074621,9.367517371188967,-6.250581862528772,-1.7101601630655323,-0.34966773873078827,2.6424676820905395
17,-9.193398100596324,3.065750134902574,7.435564098911726,7.550388053132243,5.457904882350975,4.91890662380711,6.259454549949757,7.392003146858013,5.25837084205356,-4.521775886004408,-8.933510791219783,-0.48283789733362714,-10.762404967878926,8.24556808578883
