,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,5.304286287963237,1.9769871516072899,4.003867516228624,-1.4978143829848776,-0.15378740401542412,-8.479913349604349,2.8082866260939485,6.283289856594795,3.732846146405815,5.661475817977891
1,0.6763562855307921,6.68427699115344,11.403085837817477,3.383758153585137,-3.4002025927082724,4.237568837836324,-2.016223063887562,-7.519269824681554,4.909410054236572,7.900466472954952
2,-0.3612573748788246,6.198021019641932,6.94234364678794,2.2225548356339893,-1.2703850245678865,-0.7046236338552601,-4.088246590258362,-6.163220501543436,5.732328129340716,8.60493711061476
3,1.4303332058371883,0.6726080728128199,6.110127323643571,0.20569112500828046,1.5809889412679843,8.6663514271144,-6.448157512805022,3.445698238104,-3.9746467032293125,-3.545221415928811
4,-2.4453702389042693,8.443514780037772,9.291437533283714,-1.281820575506131,-2.04788333137955,5.289596803994726,-4.330002327048292,-8.898599501239943,2.8311414565309874,8.570585720877123
5,7.100703368049386,3.688637360933712,7.698772334562789,-5.996043004512107,1.0661030704777714,-4.982159946429112,2.0924888471204066,2.9075379336492717,5.823706710993831,6.169393252705688
6,4.170997949943138,0.7082177081673491,3.4824122792153287,0.7766261254776042,0.4692427570409702,5.83209288987048,-6.017386235372369,3.874731098037017,-7.148683421022267,-7.4160571097365295
7,-2.8147542850109737,5.282872663095086,9.784061182822713,1.0619078694271797,-1.2200968476004455,-0.03566900835938913,-4.241516774125471,-9.48375943292924,7.383062344660264,10.630015716129318
8,6.034587446423596,3.7670307570705535,2.531761350904457,-6.231080774367243,2.0812797904121787,-2.4543582386991707,1.936588064737344,5.501658818486302,5.530058015029091,6.54606539019226
9,-0.46908998703666877,-8.368289563314768,6.159475129550068,2.423892676365079,-3.43148815727447,-8.710171010250457,-4.5590978812884115,4.040491270398969,6.620606465354589,0.1666189952188153
10,3.118890623515632,2.8343597104872558,4.796576042455233,-0.3886839488022866,2.4796277221032916,6.368332168147382,-5.772570768417559,5.14459718971532,-3.20641991295158,-5.467407048648735
11,-2.808115374451245,9.138811046674205,10.239980353572921,-0.19618771783097744,-1.7206289097129852,-2.351388246901676,-2.3717271384268503,-10.573841381714402,6.444160702965242,11.438507202935133
12,1.323799330573958,-11.58493086477598,-6.084640298604235,2.10266034459845,-4.345977646965752,-7.539592048836646,-2.8728054442645847,4.07849858855544,-0.6389880890869748,-5.909632521238568
13,2.8444280318299047,1.4099515268902731,5.5030534797693464,2.426178291126342,1.0123789999224448,5.420605982764829,-12.665213072447733,8.519315806503828,-2.2816837637179668,-4.284771409686488
14,4.596132581879462,5.88868434106908,6.893600563726961,-4.710584760227212,1.224497085387215,-2.0565338217985314,4.042088286501967,5.509004269887501,5.703284066275767,7.135817506451561
15,-6.593113075756573,8.525138995898265,10.054358675795351,2.9737201732598555,-0.8823695797911966,0.656544720178726,-7.404611227496307,-8.250789129015171,6.443379709627343,7.450591726489488
16,2.7450002606042654,-7.120964534457883,-4.732541863232488,2.8928864343859706,-7.277263232354124,-6.7554199521277996,-2.7929945322825627,0.48350956462625644,0.9922801474722418,-2.485963692195863
17,-2.4921385809760284,-12.323796231192935,3.8035282439932634,1.3028333128834317,-2.4688336706198273,-14.737373451708308,-4.938828942422547,5.116005922482458,6.043354123651317,0.8248978090160435
18,2.491167428020049,-10.58752567656513,6.79299423321527,2.603427586169452,-3.7440493017593863,-11.64551590335111,-2.001530716128585,2.734075672817917,7.59816959791054,2.0430865936516955
19,2.466200438573637,-7.850097431457968,10.768389530254279,6.20859977187475,-4.818266423345777,-9.854435161836472,-4.6968791743117775,2.7697829881298324,3.1016166834839782,-1.7907867820488006
20,5.708703916636509,2.25404487409999,11.779547672944819,-8.093977769216798,5.440096911859181,-5.804968580816707,0.48072774985969513,6.727082910617151,6.318287199437879,8.366137138608387
21,3.385182531796524,2.1135127886883267,5.599115253392462,3.904205077976727,0.42777028982150445,10.367139822699597,-5.491352260486118,3.070370676643136,-4.904759134729953,-5.089260567509343
22,-3.835577523178197,-12.778584686508252,5.419783692627566,-1.0931028583489821,-2.2457367970525572,-7.6533351424444085,-4.245095762874688,6.292471363734424,4.871922720847385,1.806697292466657
23,3.073584070850998,1.0675994955169363,6.466388866206831,2.9712942321541727,-0.1436038291129586,7.022782162770673,-8.339822959371608,5.078323452628657,-6.047878593672803,-5.274728091638352
24,-2.817828488569188,4.373235904473585,6.927885179263809,4.9777229673975905,-3.3674550473235207,2.570677324483056,-3.76543164004256,-6.10619581576419,6.2815362472153256,4.534379835855363
25,0.7166394496831133,2.4723151266234407,8.601625668324976,1.068696732060974,-2.9554488393561864,8.864183665403644,-8.400638060530676,2.4329353308352193,-7.584030727496202,-4.657567266176317
26,0.2761322614503169,-8.6312952687861,5.349260455873656,1.5283222432877637,-6.330206212102826,-11.405097445764406,-6.7620563311826025,3.797542654790302,7.71837619419444,-0.17462394950672178
