id,x1,x2,x3,x4
0,-1.3049443444242401,-6.66170084720676,11.418663846359582,-2.3408304712330827
1,-3.989295470641486,-1.4542956034346288,4.289474391037216,8.478490849459194
2,2.9102698843356016,-10.144524569252855,13.084117900921445,-11.11508022873689
3,7.8448446140955035,-7.571076484065118,4.99626293602395,-2.9341061630156475
4,4.156019308917751,-9.973699132228724,8.564837418783256,-5.422654984862582
5,4.872968533052953,-6.829932292178787,6.647007193248574,-2.706686125524726
6,0.5785746770038172,-6.104252676567305,11.02946443687353,-6.076647161490011
7,8.629363485008778,-7.372117646949596,11.89842888587486,-4.076767871947861
8,6.420350315151158,-11.399550637383648,8.680714165127956,-2.4518730664757142
9,4.143404725659252,-7.600584633168357,8.56148013561382,-3.677278658099579
10,-3.994738404241513,-6.2489881177740365,5.612075193442013,9.283174013758714
11,-2.4734063609880974,-2.0281026587887347,1.4338377970471443,7.587785665956277
12,-2.5561408935742356,-1.5338901321249665,3.782135867034834,11.893104286440831
13,-3.197747328055765,0.7330241982432737,4.959579633055616,12.342045630718783
14,-2.1282541609077827,-0.8679129228947136,6.505261653113562,10.66148038591133
15,-5.669631306676326,-3.5217932156089704,-1.2058016811490067,9.960492224475917
16,4.503107508179534,-6.986904292063969,9.98111706494904,-3.028793367799871
17,5.033832545020532,-7.440040416504034,11.625638091447087,-6.560092087381328
18,-1.3693836479793966,-3.8310680547651272,1.2976789707294945,10.098146870903186
19,-2.445322176323388,0.5670433786430449,5.585935495633026,12.970759478192704
20,3.136398032525103,-6.5087574247620195,8.540957170475785,-9.273890969532948
21,-1.540441923923846,-2.7225722153111804,1.2083732933929925,10.036721896115061
22,4.542375501084555,-7.0774398282812045,10.840591919657081,-5.9873349941375364
23,1.8030575136309968,-5.3301693395946055,11.5935862943538,-4.29680750427635
24,-0.9458687174265985,-2.725416627447128,5.965633514985942,9.141574854499675
25,3.8958641297880217,-5.451507636653542,9.562423442054097,-4.668979455461645
26,-6.766414351972726,-4.095748149765205,4.974525575322911,7.003592244229814
27,0.4702107211302642,-7.751452731361971,8.424664905399865,-7.448043434052043
28,0.25849289452960544,-2.453042528678454,7.589648399636799,-7.432004286469469
29,-0.44419829309840386,-3.0341506689220563,3.72463973728029,8.69924410609191
30,-0.07265207234533166,-4.055326295003626,3.7734669812436907,9.446211807710164
31,2.389412103777688,-6.495911090208826,2.966066175653296,15.223560163775286
32,3.434279829097693,-2.8665809177761643,10.333058008101268,-2.8039885397545197
33,4.813115468149311,-8.976276244245293,7.816832945370603,-4.382485742044693
34,0.7212450034196509,-2.5951568196850037,2.8481817801911746,8.549512903711591
35,-1.5275391819701694,-5.95933865338434,5.394379029506455,10.673583315923217
36,4.045914531085904,-5.559604593730429,7.440897581431706,-7.46636180600916
37,-3.391100271285984,-3.383795727488066,1.5196986041564735,9.87747812587764
38,-1.7869889098503489,-3.068849967767839,-1.081578679141808,9.703247763693442
39,6.291957925617027,-3.706033538737833,10.51077459076993,-6.924465789489323
40,1.0144036687157336,-11.78219218014456,7.251801433433782,-2.8450053652947638
41,9.111557667716557,-9.593401314313919,7.076649925472638,-4.8782926834907085
42,4.322851799056503,-5.647301936011042,12.840174865089523,-6.4344504498155235
43,6.212835743398076,-6.237744640524611,8.509921957281378,-9.033775579800508
44,-0.383720265082383,-0.6251302196151514,1.3642158798119617,10.682855153627044
45,-1.351634539933226,-0.8314990878790969,2.226577504819693,10.33501217570899
46,-4.947517434914266,-0.7908191718991029,1.7231371228698575,12.139280906407146
47,-2.0595457071734855,-2.1898687500198166,3.974655613984958,9.013094896658455
48,3.878392875534067,-6.0293632495170755,6.2253462232978425,-4.022011678985182
49,1.681653216770723,-4.7857073572284925,10.054371942118273,-7.87009157655816
50,4.915988885987462,-6.57635421461793,11.698317600442493,-3.354280192335437
51,5.828323168627341,-7.425462205763136,9.754925442884451,-5.493895017935907
52,3.5815318265077156,-7.172527404011325,9.30534421717566,-5.635745358497689
53,-4.063891075655615,-2.6474212032413638,3.215472315478941,11.874753756213567
