,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0,11.770583093660742,6.298508735553603,3.5598651302393494,2.464944199864629,2.1819928678849196,5.650896969039657,-8.006619246987132,4.541628948129724,8.104776985503449,-5.743923243465742,7.020985865124008,-3.9351151449879924,-5.4492051722899575,-6.5236579982580025
1,2.963352100275088,-0.6956131529350214,5.29440364177932,7.903554607245526,-1.6277262358768914,8.762264869046476,1.5127130455158286,-7.8487226513117765,-9.736882137009456,-8.085889900614834,2.898554484935854,2.537249190365894,-2.2416313374710017,5.720377292174152
2,8.888908436090954,4.951925930210911,-1.5494745218500101,3.8811137110548124,7.58230207356505,-5.1143439191129705,-0.9703060269364638,-5.611754384667266,2.9873956011537226,-2.5278537673305066,4.843090251429979,2.1092195953869917,4.189517359493618,11.517673423891354
3,-7.217668605718353,-10.209498175784331,-0.10522287743821085,-0.3559596323031089,-2.5122996462823943,0.18052989998083757,-0.9407352180542143,1.4972074792863286,-7.566379285048647,2.7085098861208077,-5.125273405873279,-1.7429436771863427,8.884459305495561,-2.823012365052377
4,3.8269145328187744,-8.089568306783836,5.396603943454471,2.6234226586418,-7.65140049381019,2.886697160463071,-0.8824767854232403,-8.857030093075899,-6.9726885374151255,-4.3048676546169675,-1.171371633146926,2.081692099503439,-0.9372177520488818,9.383340282569822
5,-5.0374309060090745,-6.40963468791,3.110267689377303,-1.5936180644398688,-0.20013034499856697,-2.844980377919148,-1.2483319744602905,2.0528416805570275,-4.4847964137188665,3.162903420976842,-0.6118781940976108,-3.297921947044821,8.92115370386556,-4.436563590939216
6,6.608775640512668,8.660463646574602,4.795748391158998,0.7813385661380685,0.9892898985713882,7.126241826217293,-9.781425946736519,4.090757438281253,8.926467815402527,-0.7048466521897647,10.87011056384608,3.1237833927218537,-1.909973738449436,-8.21760506095935
7,8.570055370805122,4.110976689544001,0.8677121071245757,2.14361474452338,5.727627845311851,-5.622626948800575,-2.4054591351009362,-5.674355232968466,7.828617238461081,-0.11221246225215431,9.0693481377938,2.7193862600601353,2.9966597638948684,8.399106553266975
8,-9.006289331911793,-7.204138489950628,3.167879962283103,-3.0742064526957438,-0.2852420786243468,1.1796782877777638,-5.281721854067042,0.016974293599933965,-3.4679702526351392,4.684230862384772,-2.9179363805119545,0.6527920626750441,4.884076929046751,-4.608119118439944
9,-2.876016571440689,-1.9493836220644107,7.647139922592512,5.993443061328448,-7.005220433420526,9.0495169826283,3.779227900670857,-7.891899541636199,-8.81808566238473,-6.150268128539863,1.4679916048143105,-1.8395717691105657,-3.8534348342098586,8.324491790924666
10,5.797774200375075,6.549599029099495,2.158928334622912,2.5498644526530203,9.387561599254822,-2.0077380690524724,-1.1763296970321167,-2.2704053336206216,5.057602579513314,-6.264573746445851,3.6042368606458055,2.3148528458618123,2.873818619711137,9.184924239509895
