,x1,x2,x3,x4,x5
0,-6.152887878906252,-2.093322686302775,8.09804593572326,-2.5216101802323885,5.232941337765942
1,-1.3700337583285696,0.1392006531740051,-9.555027794203477,4.030082354647901,-8.250045605973925
2,-9.37112794436541,-1.9809415871736185,6.0242312810533125,-4.609000935336883,5.646547822784201
3,-5.885846742100508,-0.04986006085325201,6.454660689973528,-5.8307512319477395,0.748863465252005
4,-3.134265956258051,-3.060129097239723,-7.4985855929053375,3.6813966840533574,-9.532922980741473
5,3.7357087347470257,-3.28253089232232,1.981877456227124,1.4153753473186819,-3.1101705788522835
6,3.530277409917371,-4.0249186831433805,4.812089697696023,7.161241463387124,-2.045074105048717
7,-4.270726189008444,1.2518484057615982,-8.822860588508991,1.8877381235843624,-6.008999303988764
8,-0.7757186506374951,3.797025901387948,-7.994059950956454,3.7447136184111613,-8.213345297576765
9,5.938054304512318,-3.670813493658604,4.546735689286784,6.882255597670056,-6.905885439325385
10,7.340725327680071,-5.837527687255783,5.672024874528131,8.609672806130396,-5.842815290217248
11,-5.959040975162463,0.9953567912037569,5.4613976499147885,-5.218452750332449,3.412563622575063
12,-1.1592376519966345,0.5967455101454863,-6.680053886139137,3.801841776197767,-11.714121172944473
13,-6.582238158725303,-3.0356419504659633,4.140879011068487,-4.021793758558911,3.2961974880390015
14,-1.2065552308343261,2.1230594367118756,-11.339662516661855,4.130292840198538,-9.5246186793263
15,4.955357126940497,-6.076195465744908,2.3465413691362156,4.205077065736003,-4.385635696144546
16,5.442021679371329,-6.455869659625625,5.285583829935337,5.192968460437645,-6.394634341300481
17,6.909037341822314,-3.9720598708644372,2.7876381667992556,7.517463054833037,-3.671117688776782
18,2.4097090111602095,-4.071114197068867,4.885789154877104,5.444065830440907,-4.739401565670402
19,5.424298323897264,-4.269708184343652,4.738263184850313,4.307410254287633,-4.555104542662017
20,6.009610200524095,-4.492545220495684,4.982165355313151,5.486479195209937,-6.099171255112179
21,-7.621441910617744,-5.287933355934411,4.631495701140277,-4.888674728646539,1.6593068267974083
22,-5.586495138053619,-2.683083472357273,5.939897992964816,-5.420584470251782,2.761925402866316
23,6.789784434300704,-3.0342441330396785,3.4051716518104174,3.8579975505890864,-7.941493425935709
24,0.31167166592438633,-1.2571067795591908,-8.543859417362704,2.508130799362349,-8.961033305036011
25,-0.7730123856428912,2.3200107180703933,-8.36681357068043,1.2641947287369106,-9.70453509060949
26,-0.030886734294700346,0.05032898611287662,-10.248189210869718,3.4402358256036996,-6.194672564227792
27,-6.582110220584455,0.3936628056285918,3.9447783779138135,-0.9870398398247673,5.864696567470705
28,-5.1609856093092255,-3.8342624309378266,6.58946411689229,-4.107721688565099,4.15697922172085
29,5.484178695505406,-3.233502512610205,5.896749475851026,5.506126291482416,-4.4198750519009
30,3.5648208718413983,-2.262707484961649,3.7388108975671424,7.4395610700963735,-5.054345662342116
31,-2.3843959584793284,2.1295366598598218,-8.654603281417938,2.737115576855279,-8.271170848695771
32,2.2633066635198142,-4.144412170777367,2.5123657208953625,6.141859839784195,-3.8015533230472114
33,7.870945122585022,-3.8031690772201467,4.644574517523452,3.7299657910282655,-4.627847162204194
34,5.241989366740657,-2.8726822863296544,4.558717793236082,2.517334735884162,-4.399791314440067
35,3.956370495363818,-6.5842812445200085,2.296977972340626,7.0943119387472695,-6.438820568391421
36,-9.468132559075823,-3.527633683360454,3.5966707361811605,-3.3501811681458875,7.099086608713598
37,-6.299189156202886,0.18206373218698868,4.376888040739004,-1.169348478980187,1.2008871082402544
38,3.3765338243008447,-2.8728482251909377,4.103832178088739,6.56452363864709,-3.993130559584791
39,4.379461377865409,-4.5312783147551015,3.5643074397277905,4.400676496033834,-5.608470225192149
40,-4.519661439572479,-1.2206780917396975,6.271242989432589,-2.2475418553338686,4.907380765650247
41,-7.830922948379127,-2.0048380777341066,6.7614688395169535,-1.3434324121545362,2.8247269453905743
42,4.844096362989351,-2.9793926792434213,3.8529849946903814,3.646494429560111,-5.670824017819706
43,7.925064358672396,-2.4770170570447028,2.747538700867721,7.9971732849691515,-5.2658668811336105
44,-2.5355636964623307,1.466652720612949,-6.2343691767239235,4.890096551498627,-4.4518966282522925
45,1.2295079468322148,-4.157952483080755,5.7625469336698085,4.055456747759721,-4.3605538941627655
46,-0.6104260365037031,-1.2519580206280274,-8.21023944948877,3.1498685325122886,-8.547649104460513
47,4.919104323341617,-4.725533461581104,7.663922275516137,1.9316366303385384,-3.786768999236722
48,-7.559206062439271,-3.495292268106296,6.802863806843333,-4.508135642547284,3.570359927831891
49,2.0874716286330015,-2.9242088499618504,4.250287135853305,6.488271408000457,-6.486201417303065
50,-6.915024313961468,-2.1590027409020673,2.603022009518142,-3.290873123771074,3.7117005055374594
51,-7.482747204006339,-2.458916324988029,0.6866509245637236,-3.9133150866358655,2.954502047179902
52,-2.0132671917624174,-0.541326447112441,-10.14534186424903,4.519217789633723,-10.79995338151495
53,5.547451781764212,-5.524985792138946,6.25884355920725,4.093754976816206,-5.9139079318394066
54,-2.677860790131104,1.7802347367103972,-8.286302267060657,5.770088824551468,-10.763357636739777
55,-7.7584246616057975,0.642010426153468,4.956184979080046,-2.7988423266003397,2.5414289104226864
56,4.240097541111196,-4.324499231509558,0.3852901964848905,5.393252486215867,-4.248806188493762
57,6.200939979272097,-3.55922306844989,5.135137254880072,5.098444533996184,-5.365295307874393
58,-2.4673833800202045,3.133051805855297,-7.775703425203209,3.3432306983922677,-9.143459862892037
59,6.243230710463575,-7.344651626818721,4.5085390170064406,3.093715090577602,-4.982636001564967
60,-3.4623200255947912,-1.4140650952625013,6.499074031791842,-2.7420120787209115,1.8375687469071709
61,-0.833043574851301,0.09459606405234267,-10.426044536864874,2.967391815722684,-8.482244989311907
62,8.282684547978764,-2.896531855804184,4.319648875023392,3.7214691760200864,-4.326143627676735
63,-5.808263486537005,-2.079412260856079,4.409067079670919,-3.5704140162258198,1.45851083418879
64,5.106242941168435,-3.1084576640074175,4.750894756872439,4.088959589951821,-5.509180880776565
65,-3.513120394132099,2.9292674897646886,-8.615822692727853,2.649177615280035,-8.514233910064167
66,-7.813762787322611,-3.2652906238958495,6.689069165405881,-3.2798893932500146,5.270550133869555
67,4.309773559721425,-2.9357146766885234,7.525657747560228,7.56660291210787,-4.154950572020378
68,6.485118538528489,-7.608000253551016,3.2039179830745494,4.687621359953178,-4.500649584676609
69,-8.070671338639492,-2.8160434470238442,4.03151502744623,-6.487234633196359,5.985891787255095
70,6.603831525281033,-4.258521594032634,6.244307082000637,6.653398468270425,-4.230392742086513
